,Unnamed: 0,Idade,Genero,Estados,Cargo,Carreira,Salario,Experiencia,Raça,Região
4070,4070,36.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,10000.0,Até 2 anos,Branca,Sudeste
4071,4071,29.0,Feminino,Rio de Janeiro (RJ),Analista de Dados,Sênior,10000.0,de 4 a 6 anos,Branca,Sudeste
4072,4072,30.0,Masculino,Paraná (PR),Analista de Dados,Júnior,5000.0,de 3 a 4 anos,Amarela,Sul
4073,4073,29.0,Masculino,São Paulo (SP),Outra opção,Sênior,35000.0,de 4 a 6 anos,Branca,Sudeste
4074,4074,29.0,Masculino,Mato Grosso (MT),Analista de BI,Sênior,7000.0,de 4 a 6 anos,Branca,Centro-Oeste
4075,4075,27.0,Masculino,Rio de Janeiro (RJ),Analista de Dados,Júnior,2500.0,Até 2 anos,Branca,Sudeste
4076,4076,38.0,Masculino,Ceará (CE),Analista de Dados,Júnior,5000.0,Até 2 anos,Parda,Nordeste
4077,4077,33.0,Masculino,Rio de Janeiro (RJ),Engenheiro de dados,Sênior,10000.0,de 4 a 6 anos,Parda,Sudeste
4078,4078,30.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,10000.0,Até 2 anos,Branca,Sudeste
4079,4079,18.0,Masculino,Paraná (PR),Outra opção,Júnior,1500.0,Até 2 anos,Branca,Sul
4080,4080,29.0,Feminino,São Paulo (SP),Cientista de dados,Pleno,5000.0,de 3 a 4 anos,Parda,Sudeste
4081,4081,30.0,Masculino,São Paulo (SP),Outra opção,Pleno,1500.0,Até 2 anos,Branca,Sudeste
4082,4082,31.0,Masculino,São Paulo (SP),Engenheiro de dados,Pleno,3500.0,Até 2 anos,Branca,Sudeste
4083,4083,25.0,Masculino,São Paulo (SP),Cientista de dados,Júnior,7000.0,Até 2 anos,Branca,Sudeste
4084,4084,31.0,Feminino,,Engenheiro de dados,Sênior,35000.0,de 7 a 10 anos,Parda,Desconhecida
4085,4085,33.0,Masculino,Paraná (PR),,,10000.0,de 4 a 6 anos,Branca,Sul
4086,4086,36.0,Feminino,Distrito Federal (DF),Cientista de dados,Pleno,10000.0,Até 2 anos,Parda,Centro-Oeste
4087,4087,33.0,Masculino,São Paulo (SP),,,14000.0,de 3 a 4 anos,Parda,Sudeste
4088,4088,22.0,Feminino,Paraná (PR),Outra opção,Júnior,2500.0,Até 2 anos,Branca,Sul
4089,4089,27.0,Feminino,Minas Gerais (MG),Analista de BI,Sênior,14000.0,de 3 a 4 anos,Não informado,Sudeste
4090,4090,35.0,Feminino,Santa Catarina (SC),Analista de Dados,Pleno,5000.0,de 3 a 4 anos,Parda,Sul
4091,4091,27.0,Feminino,São Paulo (SP),Analista de BI,Júnior,3500.0,Até 2 anos,Branca,Sudeste
4092,4092,36.0,Masculino,Rio Grande do Sul (RS),Analista de Dados,Júnior,5000.0,Até 2 anos,Branca,Sul
4093,4093,27.0,Masculino,Santa Catarina (SC),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Parda,Sul
4094,4094,44.0,Masculino,Paraná (PR),Outra opção,Júnior,5000.0,Até 2 anos,Branca,Sul
4095,4095,32.0,Masculino,São Paulo (SP),,,14000.0,de 3 a 4 anos,Branca,Sudeste
4096,4096,27.0,Masculino,Rio de Janeiro (RJ),Engenheiro de dados,Pleno,7000.0,de 3 a 4 anos,Branca,Sudeste
4097,4097,31.0,Feminino,São Paulo (SP),Cientista de dados,Sênior,10000.0,de 7 a 10 anos,Preta,Sudeste
4098,4098,30.0,Masculino,São Paulo (SP),,,,,Branca,Sudeste
4099,4099,23.0,Masculino,Ceará (CE),Engenheiro de dados,Sênior,14000.0,de 3 a 4 anos,Branca,Nordeste
4100,4100,34.0,Masculino,São Paulo (SP),,,10000.0,de 3 a 4 anos,Branca,Sudeste
4101,4101,27.0,Feminino,Rio Grande do Sul (RS),Analista de BI,Pleno,7000.0,de 3 a 4 anos,Branca,Sul
4102,4102,26.0,Masculino,Minas Gerais (MG),Analista de BI,Sênior,10000.0,de 4 a 6 anos,Parda,Sudeste
4103,4103,28.0,Masculino,Rio Grande do Sul (RS),Analista de Dados,Sênior,10000.0,de 4 a 6 anos,Branca,Sul
4104,4104,28.0,Feminino,Espírito Santo (ES),Analista de Dados,Pleno,1500.0,de 4 a 6 anos,Parda,Sudeste
4105,4105,27.0,Masculino,Paraná (PR),Outra opção,Júnior,3500.0,Até 2 anos,Branca,Sul
4106,4106,41.0,Masculino,São Paulo (SP),,,27500.0,Mais de 10 anos,Parda,Sudeste
4107,4107,19.0,Masculino,Paraná (PR),,,,,Branca,Sul
4108,4108,29.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,3500.0,Até 2 anos,Preta,Sudeste
4109,4109,39.0,Masculino,Rio de Janeiro (RJ),Analista de Dados,Sênior,7000.0,de 7 a 10 anos,Parda,Sudeste
4110,4110,32.0,Masculino,,Cientista de dados,Júnior,10000.0,Até 2 anos,Branca,Desconhecida
4111,4111,27.0,Feminino,Minas Gerais (MG),Engenheiro de dados,Sênior,14000.0,de 4 a 6 anos,Branca,Sudeste
4112,4112,32.0,Feminino,Ceará (CE),Cientista de dados,Júnior,5000.0,de 4 a 6 anos,Preta,Nordeste
4113,4113,39.0,Masculino,Rio Grande do Sul (RS),,,2500.0,Até 2 anos,Parda,Sul
4114,4114,27.0,Feminino,Minas Gerais (MG),Engenheiro de dados,Pleno,7000.0,Até 2 anos,Branca,Sudeste
4115,4115,22.0,Masculino,São Paulo (SP),Analista de BI,Júnior,5000.0,Até 2 anos,Parda,Sudeste
4116,4116,29.0,Masculino,Espírito Santo (ES),Analista de BI,Sênior,7000.0,de 3 a 4 anos,Branca,Sudeste
4117,4117,26.0,Masculino,São Paulo (SP),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Branca,Sudeste
4118,4118,37.0,Masculino,Rio de Janeiro (RJ),,,18000.0,Mais de 10 anos,Branca,Sudeste
4119,4119,33.0,Masculino,Espírito Santo (ES),Engenheiro de dados,Júnior,3500.0,Até 2 anos,Parda,Sudeste
4120,4120,31.0,Masculino,Paraná (PR),Analista de BI,Sênior,35000.0,Mais de 10 anos,Parda,Sul
4121,4121,39.0,Masculino,São Paulo (SP),,,35000.0,de 4 a 6 anos,Branca,Sudeste
4122,4122,29.0,Feminino,São Paulo (SP),Cientista de dados,Sênior,14000.0,de 3 a 4 anos,Branca,Sudeste
4123,4123,28.0,Masculino,Espírito Santo (ES),,,18000.0,de 4 a 6 anos,Branca,Sudeste
4124,4124,26.0,Masculino,São Paulo (SP),,,,,Preta,Sudeste
4125,4125,31.0,Masculino,Minas Gerais (MG),Cientista de dados,Sênior,18000.0,de 4 a 6 anos,Branca,Sudeste
4126,4126,32.0,Masculino,Paraná (PR),Outra opção,Pleno,5000.0,de 4 a 6 anos,Branca,Sul
4127,4127,37.0,Masculino,São Paulo (SP),,,14000.0,de 3 a 4 anos,Parda,Sudeste
4128,4128,41.0,Feminino,Rio de Janeiro (RJ),Cientista de dados,Júnior,7000.0,Até 2 anos,Branca,Sudeste
4129,4129,32.0,Feminino,Rio Grande do Sul (RS),Engenheiro de dados,Júnior,1000.0,Até 2 anos,Branca,Sul
4130,4130,50.0,Masculino,Ceará (CE),,,22500.0,Mais de 10 anos,Parda,Nordeste
4131,4131,36.0,Masculino,São Paulo (SP),,,27500.0,de 7 a 10 anos,Branca,Sudeste
4132,4132,28.0,Masculino,Santa Catarina (SC),Analista de BI,Pleno,3500.0,de 3 a 4 anos,Branca,Sul
4133,4133,37.0,Masculino,Paraná (PR),Engenheiro de dados,Júnior,14000.0,de 3 a 4 anos,Branca,Sul
4134,4134,27.0,Masculino,São Paulo (SP),,,2500.0,Até 2 anos,Branca,Sudeste
4135,4135,22.0,Masculino,Santa Catarina (SC),Cientista de dados,Sênior,40000.0,de 4 a 6 anos,Branca,Sul
4136,4136,36.0,Masculino,Minas Gerais (MG),,,5000.0,Até 2 anos,Branca,Sudeste
4137,4137,27.0,Masculino,Minas Gerais (MG),,,,,Branca,Sudeste
4138,4138,28.0,Feminino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 4 a 6 anos,Branca,Sudeste
4139,4139,32.0,Feminino,Paraná (PR),Engenheiro de dados,Pleno,10000.0,de 4 a 6 anos,Branca,Sul
4140,4140,29.0,Masculino,Goiás (GO),Analista de BI,Júnior,2500.0,Até 2 anos,Parda,Centro-Oeste
4141,4141,42.0,Masculino,Ceará (CE),Analista de Dados,Sênior,10000.0,de 7 a 10 anos,Parda,Nordeste
4142,4142,20.0,Masculino,Paraíba (PB),,,,,Parda,Nordeste
4143,4143,24.0,Masculino,São Paulo (SP),Analista de BI,Pleno,3500.0,Até 2 anos,Preta,Sudeste
4144,4144,26.0,Masculino,Distrito Federal (DF),,,,,Parda,Centro-Oeste
4145,4145,37.0,Feminino,Minas Gerais (MG),Analista de BI,Pleno,2500.0,de 7 a 10 anos,Branca,Sudeste
4146,4146,33.0,Masculino,São Paulo (SP),Analista de BI,Sênior,10000.0,de 7 a 10 anos,Branca,Sudeste
4147,4147,36.0,Feminino,Minas Gerais (MG),,,27500.0,Mais de 10 anos,Parda,Sudeste
4148,4148,43.0,Masculino,São Paulo (SP),Outra opção,Júnior,5000.0,Até 2 anos,Branca,Sudeste
4149,4149,24.0,Feminino,São Paulo (SP),Outra opção,Júnior,2500.0,Até 2 anos,Branca,Sudeste
4150,4150,32.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,10000.0,de 3 a 4 anos,Parda,Sudeste
4151,4151,29.0,Feminino,Paraná (PR),Analista de BI,Sênior,7000.0,de 3 a 4 anos,Parda,Sul
4152,4152,41.0,Masculino,Pernambuco (PE),Analista de Dados,Júnior,2500.0,Até 2 anos,Branca,Nordeste
4153,4153,30.0,Masculino,Espírito Santo (ES),Analista de Dados,Sênior,10000.0,de 3 a 4 anos,Branca,Sudeste
4154,4154,,,,,,,,,Desconhecida
4155,4155,33.0,Masculino,São Paulo (SP),Analista de BI,Sênior,10000.0,de 3 a 4 anos,Branca,Sudeste
4156,4156,33.0,Feminino,São Paulo (SP),Cientista de dados,Sênior,10000.0,de 7 a 10 anos,Branca,Sudeste
4157,4157,36.0,Feminino,São Paulo (SP),Analista de Dados,Júnior,7000.0,Até 2 anos,Parda,Sudeste
4158,4158,24.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,7000.0,de 3 a 4 anos,Branca,Sudeste
4159,4159,46.0,Masculino,São Paulo (SP),,,35000.0,Mais de 10 anos,Branca,Sudeste
4160,4160,21.0,Masculino,São Paulo (SP),Analista de BI,Júnior,3500.0,Até 2 anos,Branca,Sudeste
4161,4161,28.0,Masculino,Maranhão (MA),Analista de BI,Sênior,10000.0,de 4 a 6 anos,Parda,Nordeste
4162,4162,25.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,de 3 a 4 anos,Amarela,Sudeste
4163,4163,27.0,Masculino,Paraíba (PB),Analista de Dados,Júnior,5000.0,Até 2 anos,Parda,Nordeste
4164,4164,36.0,Masculino,Mato Grosso do Sul (MS),Analista de BI,Sênior,7000.0,de 3 a 4 anos,Branca,Centro-Oeste
4165,4165,32.0,Masculino,Minas Gerais (MG),Engenheiro de dados,Júnior,1500.0,Até 2 anos,Branca,Sudeste
4166,4166,29.0,Masculino,São Paulo (SP),Outra opção,Sênior,18000.0,de 3 a 4 anos,Branca,Sudeste
4167,4167,26.0,Masculino,Bahia (BA),,,,,Parda,Nordeste
4168,4168,37.0,Feminino,Tocantins (TO),,,,,Parda,Desconhecida
4169,4169,27.0,Feminino,São Paulo (SP),Analista de BI,Pleno,7000.0,Até 2 anos,Branca,Sudeste
4170,4170,27.0,Feminino,São Paulo (SP),Outra opção,Sênior,14000.0,de 7 a 10 anos,Preta,Sudeste
4171,4171,27.0,Feminino,São Paulo (SP),,,,,Parda,Sudeste
4172,4172,25.0,Masculino,São Paulo (SP),Analista de BI,Pleno,7000.0,de 3 a 4 anos,Branca,Sudeste
4173,4173,26.0,Masculino,Pernambuco (PE),Outra opção,Pleno,5000.0,de 3 a 4 anos,Branca,Nordeste
4174,4174,37.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,27500.0,Até 2 anos,Amarela,Sudeste
4175,4175,31.0,Masculino,Ceará (CE),Analista de BI,Sênior,10000.0,de 3 a 4 anos,Branca,Nordeste
4176,4176,26.0,Masculino,São Paulo (SP),Analista de BI,Pleno,5000.0,de 4 a 6 anos,Branca,Sudeste
4177,4177,,,,,,,,,Desconhecida
4178,4178,29.0,Feminino,São Paulo (SP),Analista de Dados,Sênior,14000.0,de 4 a 6 anos,Branca,Sudeste
4179,4179,27.0,Masculino,São Paulo (SP),,,22500.0,de 7 a 10 anos,Branca,Sudeste
4180,4180,36.0,Masculino,Pernambuco (PE),Cientista de dados,Pleno,5000.0,de 3 a 4 anos,Branca,Nordeste
4181,4181,39.0,Feminino,São Paulo (SP),,,,,Branca,Sudeste
4182,4182,27.0,Feminino,São Paulo (SP),Analista de Dados,Pleno,10000.0,de 3 a 4 anos,Branca,Sudeste
4183,4183,36.0,Masculino,São Paulo (SP),,,,,Branca,Sudeste
4184,4184,33.0,Masculino,Minas Gerais (MG),Engenheiro de dados,Júnior,2500.0,Até 2 anos,Branca,Sudeste
4185,4185,29.0,Masculino,,,,,,Parda,Desconhecida
4186,4186,23.0,Feminino,Minas Gerais (MG),Analista de BI,Júnior,1500.0,Até 2 anos,Branca,Sudeste
4187,4187,37.0,Masculino,Distrito Federal (DF),Cientista de dados,Pleno,7000.0,Até 2 anos,Parda,Centro-Oeste
4188,4188,31.0,Masculino,São Paulo (SP),,,40000.0,Mais de 10 anos,Parda,Sudeste
4189,4189,21.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,5000.0,de 3 a 4 anos,Branca,Sudeste
4190,4190,35.0,Masculino,São Paulo (SP),,,27500.0,Mais de 10 anos,Branca,Sudeste
4191,4191,20.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,2500.0,Até 2 anos,Branca,Sudeste
4192,4192,27.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 7 a 10 anos,Branca,Sudeste
4193,4193,,,,,,,,,Desconhecida
4194,4194,46.0,Masculino,Sergipe (SE),Analista de BI,Pleno,3500.0,Até 2 anos,Parda,Nordeste
4195,4195,30.0,Masculino,Mato Grosso (MT),Analista de BI,Pleno,5000.0,Até 2 anos,Parda,Centro-Oeste
4196,4196,29.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 4 a 6 anos,Parda,Sudeste
4197,4197,29.0,Feminino,São Paulo (SP),,,14000.0,de 7 a 10 anos,Branca,Sudeste
4198,4198,30.0,Masculino,Rio de Janeiro (RJ),Engenheiro de dados,Pleno,10000.0,de 3 a 4 anos,Parda,Sudeste
4199,4199,30.0,Masculino,São Paulo (SP),Analista de BI,Sênior,7000.0,de 3 a 4 anos,Parda,Sudeste
4200,4200,29.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,2500.0,Até 2 anos,Branca,Sudeste
4201,4201,31.0,Feminino,Rio Grande do Sul (RS),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca,Sul
4202,4202,36.0,Feminino,Santa Catarina (SC),Analista de BI,Sênior,10000.0,de 4 a 6 anos,Branca,Sul
4203,4203,38.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,18000.0,Mais de 10 anos,Branca,Sudeste
4204,4204,28.0,Masculino,Santa Catarina (SC),Analista de Dados,Júnior,3500.0,Até 2 anos,Branca,Sul
4205,4205,34.0,Feminino,Pernambuco (PE),Cientista de dados,Júnior,3500.0,Até 2 anos,Branca,Nordeste
4206,4206,25.0,Masculino,Paraná (PR),,,,,Branca,Sul
4207,4207,39.0,Masculino,Distrito Federal (DF),Cientista de dados,Pleno,7000.0,Mais de 10 anos,Preta,Centro-Oeste
4208,4208,31.0,Masculino,Rio de Janeiro (RJ),Analista de BI,Pleno,10000.0,de 4 a 6 anos,Branca,Sudeste
4209,4209,31.0,Masculino,São Paulo (SP),,,10000.0,de 4 a 6 anos,Branca,Sudeste
4210,4210,39.0,Masculino,São Paulo (SP),Engenheiro de dados,Pleno,10000.0,de 3 a 4 anos,Parda,Sudeste
4211,4211,34.0,Masculino,São Paulo (SP),Outra opção,Pleno,7000.0,Até 2 anos,Branca,Sudeste
4212,4212,45.0,Masculino,Ceará (CE),Analista de BI,Sênior,10000.0,Mais de 10 anos,Branca,Nordeste
4213,4213,32.0,Masculino,Rio Grande do Sul (RS),Analista de Dados,Sênior,22500.0,de 7 a 10 anos,Branca,Sul
4214,4214,25.0,Masculino,Rio Grande do Norte (RN),,,,,Parda,Nordeste
4215,4215,29.0,Feminino,São Paulo (SP),Analista de BI,Sênior,14000.0,de 4 a 6 anos,Amarela,Sudeste
4216,4216,29.0,Outro,São Paulo (SP),Analista de Dados,Pleno,5000.0,de 3 a 4 anos,Parda,Sudeste
4217,4217,26.0,Masculino,Rio de Janeiro (RJ),Cientista de dados,Júnior,1500.0,Até 2 anos,Preta,Sudeste
4218,4218,26.0,Feminino,São Paulo (SP),Outra opção,Sênior,3500.0,Até 2 anos,Parda,Sudeste
4219,4219,25.0,Feminino,Distrito Federal (DF),Analista de Dados,Sênior,7000.0,Até 2 anos,Branca,Centro-Oeste
4220,4220,29.0,Masculino,Minas Gerais (MG),Analista de BI,Pleno,7000.0,Até 2 anos,Parda,Sudeste
4221,4221,,,,,,,,,Desconhecida
4222,4222,23.0,Masculino,São Paulo (SP),Analista de BI,Júnior,5000.0,Até 2 anos,Parda,Sudeste
4223,4223,47.0,Masculino,,Outra opção,Júnior,3500.0,Até 2 anos,Preta,Desconhecida
4224,4224,26.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,Até 2 anos,Branca,Sudeste
4225,4225,34.0,Masculino,Rio de Janeiro (RJ),Analista de BI,Pleno,7000.0,Até 2 anos,Branca,Sudeste
4226,4226,56.0,Masculino,Santa Catarina (SC),Outra opção,Sênior,2500.0,Até 2 anos,Branca,Sul
4227,4227,29.0,Masculino,Minas Gerais (MG),Analista de Dados,Pleno,10000.0,de 3 a 4 anos,Outra,Sudeste
4228,4228,27.0,Feminino,São Paulo (SP),Analista de Dados,Pleno,5000.0,Até 2 anos,Branca,Sudeste
4229,4229,39.0,Feminino,São Paulo (SP),,,18000.0,Mais de 10 anos,Branca,Sudeste
4230,4230,37.0,Masculino,São Paulo (SP),Analista de BI,Pleno,7000.0,de 3 a 4 anos,Branca,Sudeste
4231,4231,39.0,Masculino,Rio de Janeiro (RJ),,,5000.0,Mais de 10 anos,Parda,Sudeste
4232,4232,38.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,14000.0,de 7 a 10 anos,Branca,Sudeste
4233,4233,24.0,Masculino,São Paulo (SP),Outra opção,Pleno,2500.0,Até 2 anos,Branca,Sudeste
4234,4234,31.0,Masculino,São Paulo (SP),Outra opção,Sênior,14000.0,de 4 a 6 anos,Branca,Sudeste
4235,4235,26.0,Feminino,Minas Gerais (MG),Analista de Dados,Pleno,14000.0,de 3 a 4 anos,Branca,Sudeste
4236,4236,44.0,Masculino,São Paulo (SP),Outra opção,Sênior,10000.0,Mais de 10 anos,Branca,Sudeste
4237,4237,35.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,de 4 a 6 anos,Branca,Sudeste
4238,4238,40.0,Masculino,Distrito Federal (DF),Engenheiro de dados,Sênior,10000.0,de 4 a 6 anos,Branca,Centro-Oeste
4239,4239,36.0,Feminino,Minas Gerais (MG),Outra opção,Júnior,1500.0,Até 2 anos,Parda,Sudeste
4240,4240,28.0,Masculino,Rio de Janeiro (RJ),Analista de BI,Júnior,1500.0,Até 2 anos,Parda,Sudeste
4241,4241,31.0,Feminino,São Paulo (SP),Analista de Dados,Sênior,22500.0,de 4 a 6 anos,Branca,Sudeste
4242,4242,23.0,Masculino,Paraná (PR),Analista de Dados,Júnior,2500.0,Até 2 anos,Branca,Sul
4243,4243,21.0,Masculino,Rio Grande do Sul (RS),,,,,Branca,Sul
4244,4244,33.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,5000.0,de 3 a 4 anos,Branca,Sudeste
4245,4245,51.0,Feminino,São Paulo (SP),Outra opção,Sênior,7000.0,Mais de 10 anos,Branca,Sudeste
4246,4246,30.0,Feminino,Minas Gerais (MG),Analista de BI,Pleno,7000.0,Até 2 anos,Parda,Sudeste
4247,4247,24.0,Masculino,Minas Gerais (MG),Analista de BI,Júnior,1500.0,Até 2 anos,Branca,Sudeste
4248,4248,27.0,Masculino,Pernambuco (PE),Cientista de dados,Pleno,10000.0,Até 2 anos,Parda,Nordeste
4249,4249,25.0,Masculino,Distrito Federal (DF),Analista de BI,Júnior,1500.0,Até 2 anos,Branca,Centro-Oeste
4250,4250,25.0,Feminino,Mato Grosso (MT),Analista de Dados,Júnior,1500.0,Até 2 anos,Parda,Centro-Oeste
4251,4251,34.0,Masculino,Paraíba (PB),,,14000.0,Até 2 anos,Branca,Nordeste
4252,4252,38.0,Masculino,Distrito Federal (DF),Outra opção,Sênior,10000.0,Mais de 10 anos,Branca,Centro-Oeste
4253,4253,28.0,Masculino,Minas Gerais (MG),Analista de BI,Pleno,7000.0,de 3 a 4 anos,Parda,Sudeste
4254,4254,24.0,Feminino,Minas Gerais (MG),Engenheiro de dados,Pleno,5000.0,de 3 a 4 anos,Parda,Sudeste
4255,4255,30.0,Masculino,Paraná (PR),Cientista de dados,Pleno,10000.0,de 7 a 10 anos,Branca,Sul
4256,4256,41.0,Masculino,Rio de Janeiro (RJ),,,22500.0,Mais de 10 anos,Branca,Sudeste
4257,4257,38.0,Masculino,Paraná (PR),Cientista de dados,Pleno,10000.0,Até 2 anos,Branca,Sul
4258,4258,33.0,Masculino,São Paulo (SP),,,5000.0,Até 2 anos,Branca,Sudeste
4259,4259,31.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,10000.0,de 3 a 4 anos,Branca,Sudeste
4260,4260,23.0,Masculino,Minas Gerais (MG),Engenheiro de dados,Júnior,3500.0,Até 2 anos,Branca,Sudeste
4261,4261,26.0,Masculino,Bahia (BA),Analista de BI,Pleno,5000.0,Até 2 anos,Parda,Nordeste
4262,4262,41.0,Feminino,Rio de Janeiro (RJ),Analista de Dados,Sênior,10000.0,Mais de 10 anos,Preta,Sudeste
4263,4263,46.0,Feminino,Rio de Janeiro (RJ),,,,,Parda,Sudeste
4264,4264,25.0,Feminino,São Paulo (SP),Analista de Dados,Júnior,3500.0,Até 2 anos,Branca,Sudeste
4265,4265,35.0,Feminino,Paraná (PR),Analista de Dados,Sênior,5000.0,de 3 a 4 anos,Amarela,Sul
4266,4266,37.0,Masculino,Mato Grosso do Sul (MS),,,10000.0,Até 2 anos,Preta,Centro-Oeste
4267,4267,27.0,Masculino,Minas Gerais (MG),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Branca,Sudeste
4268,4268,48.0,Masculino,Distrito Federal (DF),Engenheiro de dados,Júnior,7000.0,Até 2 anos,Parda,Centro-Oeste
4269,4269,26.0,Feminino,São Paulo (SP),Analista de Dados,Pleno,5000.0,de 3 a 4 anos,Parda,Sudeste
4270,4270,23.0,Masculino,Mato Grosso do Sul (MS),Outra opção,Pleno,10000.0,de 3 a 4 anos,Branca,Centro-Oeste
4271,4271,51.0,Masculino,São Paulo (SP),,,35000.0,Mais de 10 anos,Branca,Sudeste
4272,4272,40.0,Feminino,Santa Catarina (SC),,,,,Branca,Sul
4273,4273,30.0,Masculino,São Paulo (SP),Outra opção,Pleno,5000.0,Até 2 anos,Branca,Sudeste
4274,4274,27.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,27500.0,de 4 a 6 anos,Branca,Sudeste
4275,4275,32.0,Feminino,São Paulo (SP),Cientista de dados,Júnior,5000.0,Até 2 anos,Branca,Sudeste
4276,4276,30.0,Masculino,São Paulo (SP),Outra opção,Sênior,7000.0,Até 2 anos,Branca,Sudeste
4277,4277,23.0,Masculino,Mato Grosso (MT),Analista de Dados,Pleno,10000.0,Até 2 anos,Parda,Centro-Oeste
4278,4278,29.0,Feminino,Bahia (BA),Analista de Dados,Pleno,3500.0,Até 2 anos,Branca,Nordeste
4279,4279,21.0,Masculino,Distrito Federal (DF),Analista de Dados,Júnior,1500.0,Até 2 anos,Branca,Centro-Oeste
4280,4280,31.0,Feminino,Minas Gerais (MG),,,,,Parda,Sudeste
4281,4281,18.0,Feminino,Paraná (PR),,,,,Branca,Sul
4282,4282,28.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,de 3 a 4 anos,Parda,Sudeste
4283,4283,41.0,Feminino,Bahia (BA),Analista de BI,Sênior,7000.0,de 4 a 6 anos,Parda,Nordeste
4284,4284,27.0,Masculino,Rio de Janeiro (RJ),Analista de Dados,Pleno,3500.0,de 3 a 4 anos,Parda,Sudeste
4285,4285,28.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Parda,Sudeste
4286,4286,39.0,Feminino,Minas Gerais (MG),Cientista de dados,Sênior,14000.0,de 7 a 10 anos,Branca,Sudeste
4287,4287,31.0,Masculino,Paraná (PR),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Branca,Sul
4288,4288,,,,,,,,,Desconhecida
4289,4289,29.0,Masculino,Mato Grosso do Sul (MS),Analista de BI,Pleno,7000.0,Até 2 anos,Parda,Centro-Oeste
4290,4290,26.0,Feminino,São Paulo (SP),Cientista de dados,Pleno,7000.0,de 3 a 4 anos,Branca,Sudeste
4291,4291,27.0,Masculino,Pará (PA),Cientista de dados,Júnior,2500.0,Até 2 anos,Branca,Norte
4292,4292,29.0,Masculino,São Paulo (SP),,,14000.0,de 4 a 6 anos,Preta,Sudeste
4293,4293,26.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,de 4 a 6 anos,Branca,Sudeste
4294,4294,28.0,Feminino,São Paulo (SP),Analista de Dados,Júnior,1500.0,Até 2 anos,Branca,Sudeste
4295,4295,25.0,Feminino,São Paulo (SP),Cientista de dados,Pleno,3500.0,de 3 a 4 anos,Branca,Sudeste
4296,4296,25.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,27500.0,de 3 a 4 anos,Parda,Sudeste
4297,4297,26.0,Masculino,São Paulo (SP),Cientista de dados,Júnior,5000.0,de 3 a 4 anos,Amarela,Sudeste
4298,4298,27.0,Masculino,Ceará (CE),Engenheiro de dados,Sênior,14000.0,de 3 a 4 anos,Branca,Nordeste
4299,4299,27.0,Feminino,Santa Catarina (SC),Analista de Dados,Júnior,5000.0,Até 2 anos,Branca,Sul
4300,4300,61.0,Feminino,,,,,,Preta,Desconhecida
4301,4301,50.0,Masculino,Rio Grande do Sul (RS),Outra opção,Sênior,14000.0,de 7 a 10 anos,Branca,Sul
4302,4302,33.0,Masculino,Rio Grande do Sul (RS),,,18000.0,de 4 a 6 anos,Branca,Sul
4303,4303,53.0,Masculino,São Paulo (SP),,,18000.0,Mais de 10 anos,Branca,Sudeste
4304,4304,38.0,Masculino,Minas Gerais (MG),,,,,Branca,Sudeste
4305,4305,23.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca,Sudeste
4306,4306,36.0,Feminino,Rio de Janeiro (RJ),Cientista de dados,Sênior,14000.0,de 7 a 10 anos,Branca,Sudeste
4307,4307,38.0,Feminino,Rio Grande do Sul (RS),Cientista de dados,Pleno,10000.0,Mais de 10 anos,Branca,Sul
4308,4308,36.0,Masculino,Rio de Janeiro (RJ),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca,Sudeste
4309,4309,27.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 3 a 4 anos,Parda,Sudeste
